486269.760000,3287123.960000,403.850000,42
486269.860000,3287124.450000,403.820000,42
486269.910000,3287125.980000,403.830000,42
486269.450000,3287127.910000,403.830000,42
486269.480000,3287128.540000,403.890000,42
486269.430000,3287128.960000,403.840000,42
486269.420000,3287129.270000,403.860000,42
486269.430000,3287129.580000,403.830000,42
486269.500000,3287130.410000,403.830000,42
486269.660000,3287131.200000,403.910000,42
486269.970000,3287131.980000,403.890000,42
486270.040000,3287133.110000,403.860000,42
486270.040000,3287134.280000,403.870000,42
486269.840000,3287135.900000,403.930000,42
486269.790000,3287136.940000,403.910000,42
486269.850000,3287137.640000,403.890000,42
486269.650000,3287139.060000,403.890000,42
486269.650000,3287139.130000,403.930000,42
486269.580000,3287139.520000,403.870000,42
486270.130000,3287141.310000,403.890000,42
486270.490000,3287142.630000,403.910000,42
486270.360000,3287143.220000,403.940000,42
486270.550000,3287144.760000,403.940000,42
486271.070000,3287146.840000,403.940000,42
486270.810000,3287150.210000,403.990000,42
486269.870000,3287152.310000,403.980000,42
486269.780000,3287152.990000,403.970000,42
486269.720000,3287153.710000,403.960000,42
486269.850000,3287154.630000,404.000000,42
486269.830000,3287155.700000,404.000000,42
486269.860000,3287155.970000,404.040000,42
486269.840000,3287156.360000,403.990000,42
486269.690000,3287156.880000,404.000000,42
486269.400000,3287157.960000,404.020000,42
486269.480000,3287159.120000,404.010000,42
486269.570000,3287159.570000,404.010000,42
486269.970000,3287160.870000,404.040000,42
486269.920000,3287161.080000,404.030000,42
486269.600000,3287162.140000,404.000000,42
486270.000000,3287163.600000,404.050000,42
486270.070000,3287163.920000,404.080000,42
486270.060000,3287164.190000,404.070000,42
486270.140000,3287166.210000,404.090000,42
486270.170000,3287166.330000,404.090000,42
486269.660000,3287167.690000,404.060000,42
486269.710000,3287168.290000,404.030000,42
486270.190000,3287169.290000,404.090000,42
486270.190000,3287169.480000,404.080000,42
486270.100000,3287170.510000,404.070000,42
486270.160000,3287170.840000,404.090000,42
486270.200000,3287171.190000,404.130000,42
486270.070000,3287172.330000,404.080000,42
486270.150000,3287172.690000,404.090000,42
486270.220000,3287173.220000,404.100000,42
486270.220000,3287174.390000,404.100000,42
486270.290000,3287175.640000,404.130000,42
486270.190000,3287176.400000,404.100000,42
486270.240000,3287177.510000,404.100000,42
486270.280000,3287177.680000,404.130000,42
486270.350000,3287178.630000,404.160000,42
486270.310000,3287179.330000,404.140000,42
486270.350000,3287180.010000,404.130000,42
486270.350000,3287180.570000,404.140000,42
486270.410000,3287180.930000,404.160000,42
486270.300000,3287181.630000,404.120000,42
486270.220000,3287182.240000,404.100000,42
486270.300000,3287183.090000,404.110000,42
486270.320000,3287183.840000,404.130000,42
486270.350000,3287184.230000,404.130000,42
486270.240000,3287184.530000,404.120000,42
486270.190000,3287185.890000,404.100000,42
486270.310000,3287186.640000,404.140000,42
486270.290000,3287187.410000,404.130000,42
486270.250000,3287188.090000,404.160000,42
486270.350000,3287189.200000,404.140000,42
486270.380000,3287189.970000,404.160000,42
486270.290000,3287190.640000,404.130000,42
486270.290000,3287191.270000,404.160000,42
486270.270000,3287192.300000,404.160000,42
486270.430000,3287192.780000,404.160000,42
486270.280000,3287193.340000,404.170000,42
486270.380000,3287194.510000,404.180000,42
486270.450000,3287194.820000,404.180000,42
486270.530000,3287195.450000,404.180000,42
486270.510000,3287195.710000,404.170000,42
486270.470000,3287196.790000,404.180000,42
486270.510000,3287197.070000,404.190000,42
486270.460000,3287197.340000,404.180000,42
486270.300000,3287198.650000,404.160000,42
486270.500000,3287199.930000,404.210000,42
486270.540000,3287200.490000,404.190000,42
486270.570000,3287200.860000,404.170000,42
486270.560000,3287201.590000,404.190000,42
486270.740000,3287202.350000,404.200000,42
486270.890000,3287202.640000,404.210000,42
486270.890000,3287202.780000,404.260000,42
486270.960000,3287203.460000,404.270000,42
486270.870000,3287205.270000,404.270000,42
486270.970000,3287206.260000,404.290000,42
486270.770000,3287206.840000,404.210000,42
486270.850000,3287208.250000,404.230000,42
486271.080000,3287208.810000,404.310000,42
486271.680000,3287211.440000,404.300000,42
486271.690000,3287213.040000,404.280000,42
486272.200000,3287213.890000,404.340000,42
486271.870000,3287216.550000,404.310000,42
486271.570000,3287217.770000,404.360000,42
486271.830000,3287219.130000,404.330000,42
486271.730000,3287220.290000,404.320000,42
486271.220000,3287221.370000,404.320000,42
486271.110000,3287222.010000,404.310000,42
486271.760000,3287223.980000,404.390000,42
486271.860000,3287224.080000,404.420000,42
486271.450000,3287226.890000,404.350000,42
486272.370000,3287228.170000,404.410000,42
486272.430000,3287229.590000,404.420000,42
486272.090000,3287231.900000,404.490000,42
486272.240000,3287232.760000,404.480000,42
486271.590000,3287234.660000,404.420000,42
486271.800000,3287235.610000,404.450000,42
486271.860000,3287237.890000,404.500000,42
486271.570000,3287239.230000,404.450000,42
486272.160000,3287240.610000,404.480000,42
486272.480000,3287242.550000,404.540000,42
486272.400000,3287244.630000,404.530000,42
486272.340000,3287245.840000,404.540000,42
486272.150000,3287248.000000,404.500000,42
486272.360000,3287248.460000,404.510000,42
486272.440000,3287249.430000,404.580000,42
486272.370000,3287251.390000,404.510000,42
486272.600000,3287252.740000,404.520000,42
486273.360000,3287254.100000,404.520000,42
486272.480000,3287255.700000,404.540000,42
486272.800000,3287257.490000,404.590000,42
486273.650000,3287258.300000,404.580000,42
486273.650000,3287260.690000,404.600000,42
486273.640000,3287262.970000,404.620000,42
486273.180000,3287264.050000,404.630000,42
486273.480000,3287265.830000,404.610000,42
486273.230000,3287266.560000,404.690000,42
486273.240000,3287269.050000,404.670000,42
486273.870000,3287269.820000,404.670000,42
486273.600000,3287272.110000,404.680000,42
486273.510000,3287273.060000,404.670000,42
486273.570000,3287273.620000,404.710000,42
486273.560000,3287274.120000,404.730000,42
486273.860000,3287275.070000,404.720000,42
486273.730000,3287276.060000,404.700000,42
486273.570000,3287276.780000,404.700000,42
486273.590000,3287277.470000,404.690000,42
486273.800000,3287278.290000,404.770000,42
486273.900000,3287278.830000,404.770000,42
486273.940000,3287280.080000,404.750000,42
486273.730000,3287280.740000,404.710000,42
486273.860000,3287282.320000,404.800000,42
486274.040000,3287283.780000,404.790000,42
486273.960000,3287284.190000,404.780000,42
486274.640000,3287286.560000,404.760000,42
486274.380000,3287288.500000,404.780000,42
486274.700000,3287289.980000,404.790000,42
486275.050000,3287291.460000,404.840000,42
486274.470000,3287293.640000,404.840000,42
486274.500000,3287294.610000,404.820000,42
486274.800000,3287295.930000,404.850000,42
486274.490000,3287297.440000,404.820000,42
486274.660000,3287298.070000,404.810000,42
486274.800000,3287299.470000,404.830000,42
